"","FTD_E14-123","Control_E08-101","FTD_E15-66","AD_OS-140909","FTD_OS-150716","FTD_E07-70","FTD_E17-17","FTD_E08-24","FTD_E08-133","AD_E05-87","AD_E12-29","AD_E04-186","AD_E12-06","AD_E13-116","FTD_OS98-06","Control_OS03-390","Control_E06-41","Control_E14-06","Control_E05-130","Control_OS02-35","AD_E06-155","Control_E05-74","Control_E16-45","AD_E11-139"
"CNTNAP1 - mRNA",10.116401450663,11.0249637848245,10.1748747364557,10.5500459531732,10.0627937233044,10.1815087773206,10.5891065303672,10.2260718947039,10.6911814169337,10.8120785098487,10.9801382678807,10.6302013633507,10.9927309810919,10.4760105679064,12.3725608679712,11.2872387478841,10.4471038656341,10.3501988945214,10.085754349987,10.3341961913781,10.779040232673,11.2316511448278,10.7936273584594,10.197338601656
"ARPC2 - mRNA",10.2848550648886,10.6513688777444,10.578142458795,10.5936728855735,10.5406050478531,10.3629670632426,10.4781514985812,10.3992456880246,10.3522406782409,10.4027576148176,10.4010364185808,10.4406830995881,10.5678456958567,10.4382829466715,11.061604896194,10.8022098506684,10.8838212720158,10.9331478638049,10.8998878046757,10.7549473418513,10.7019441069809,11.0470451955049,10.6112195696212,10.6475211872158
"SUMO1 - mRNA",9.70576913050414,10.2645851663584,10.1688509488279,10.5269240677189,10.5610174455462,10.0597398140329,10.232924578328,10.2713527740048,10.4268878401355,10.7250825450921,10.6575575174559,10.5212443791998,10.2276868638923,10.2711296944792,11.341983922226,10.6915405591772,10.8590901934389,10.8587230226784,11.1911191023401,10.6800461079753,10.938043947738,10.9471392916214,10.798621547924,10.7958680167336
"ROCK2 - mRNA",10.174765613177,10.589359215469,10.0817653320642,10.5196723041297,10.3881940100985,10.1877732033199,10.1731151830927,10.0212284770583,10.4400546398534,10.5843217443355,10.6608178466195,10.4628688065249,10.4151104557119,10.4699918063988,11.474500798102,10.7168777968686,10.8616332842452,10.7261211750982,10.6474448101096,10.7572264814104,10.7110968421421,10.7864704076366,10.563606312055,10.6712697899884
"TRIM2 - mRNA",10.0486568440271,9.86640571167553,9.91039691375219,10.7464431659767,10.5295498593441,10.6672943053979,10.7990494648701,10.4261898420629,10.369056649012,10.8195304636117,10.5683596248348,10.4615731665268,10.5744183497802,10.9438264901631,10.8726237479775,10.651907775208,10.7056157127772,10.7751193768837,10.7693436581636,10.7457946066901,11.0896084653958,10.8322983489125,10.7942525784219,10.6129893613228
"SORL1 - mRNA",9.95554743963567,10.3007549030385,10.2326138075677,10.5844346787181,10.6724240548744,11.0432516912443,10.6042829495112,10.9672131648413,10.6119547257831,10.6197535920676,10.3413301724565,10.8140261284277,10.6068398274726,10.6972012440331,11.2280871467999,10.5919511849678,10.933981366673,10.9627777133647,10.5803306142511,10.7342714220993,10.7730437587275,10.5436268180113,10.4852370287181,10.571313444313
"ATP2A2 - mRNA",9.79116062173478,10.9034678058971,10.4268462470556,10.5571470095484,10.4028078158283,9.69306533631546,10.2985400431268,10.2021786883929,10.4202591016696,10.5253916010352,10.7454043094845,10.683409957184,10.4369148260303,10.4962885501071,10.3316458784506,10.9991133610875,10.4348602698793,10.4984026931086,10.7115751475293,10.374095857855,10.1315414304561,10.6412633619533,10.9914224160551,10.5926128461134
"HSPA9 - mRNA",10.0417040833854,11.2440919944943,10.5962102596349,10.4253776690468,10.3442843117673,10.1472026552832,10.3239728258694,10.4609552602235,10.3098351119759,10.3346981332216,10.30010750973,10.4511659434637,10.2552200476484,10.6188551923133,10.5538822737186,10.6285374740932,10.3453894425512,10.3064244490311,10.8238876455856,10.2654089680832,10.5094629809724,10.5518681957816,10.4921897893598,10.4774465208487
"ATP2B4 - mRNA",10.243034889194,10.6882448799795,10.5206495732974,10.2630857080939,10.251343141886,10.3596416025903,10.4085342847253,10.3334848371249,10.5543070667833,10.6154789369673,10.4357089962356,10.8697893999497,10.3087584745396,10.3374255185243,11.1259928705085,10.524338244658,9.94697220519278,10.0766053921198,10.1105719638167,10.1135837764869,10.7354109142942,11.1215315601199,10.4960380046073,10.0274136002137
"ACADM - mRNA",10.243034889194,10.8837315878358,10.6866800904492,10.5058742716989,10.5376652708993,10.8663138456569,10.54259520746,10.9136952313036,10.8637261667641,10.556941953328,10.7384775128395,10.7120226959921,10.7099333204367,10.4566614759864,10.7398414079633,10.7079859656955,10.4169895930406,10.2548456617741,10.194218340999,10.2773683765038,10.2688125301192,10.5362614157168,10.5181574736864,10.3639884710655
"MEF2A - mRNA",9.99207331566078,10.6529243442465,10.0321922709871,10.5867497822493,10.2824082156572,10.317984618462,10.7106588785721,10.2861359918052,10.6697842842032,10.499644925916,10.8354392427265,10.8321861659252,10.6196071235465,10.4903539673212,10.7939538622899,10.8325254750959,10.5022538863219,10.3302274736163,10.2813169113117,10.5741469840988,10.3538121105122,10.5454623081328,10.7734758997499,10.3683536636269
"PGAM1 - mRNA",10.7189045326933,10.6637659038939,10.3351495678643,10.6908533053138,10.2736005262688,10.2561370268364,10.7504241112704,10.733238373572,10.6161039809897,10.5107355253706,10.8099685552104,10.5749549659446,10.9762804603113,10.5267609023313,10.9691538057728,10.9844603866348,10.6718166655019,10.4929453154655,10.5761789709806,10.6317991110784,10.5022314117414,10.8890553580544,10.8214974146128,10.5192666965434
"NCAM2 - mRNA",10.5330924687943,9.9548146858973,10.0804823661807,10.9339017972038,10.8428701401585,10.9162125026552,10.8316541303021,10.703511462492,10.5800242368917,11.1984422558806,10.7907520461713,10.765501578003,10.9512475296469,11.1339722652592,11.3972948923259,10.9017455242193,10.6288708898459,10.8348863835951,10.4418199321458,10.7976470408378,11.5166584823766,11.3286385249321,10.6838712074969,10.5516154742412
"TARDBP - mRNA",10.6519978740632,10.2253959007844,11.0121452364175,11.1376425518343,11.1539207446235,11.0125251756121,10.9750074138796,11.1152914639854,10.8623295596455,10.9296805894848,11.1044723891818,10.9347264119766,10.7277323883776,11.1921653729243,10.7764084327182,11.047496408352,10.8162065748371,10.7134395270397,11.1806097435504,10.8326496988446,10.9995662953521,10.8292880295295,11.1151801912713,11.1027017275179
"RBX1 - mRNA",10.4462492088466,10.7878816852847,10.780527095944,10.8145297079987,10.7360007368115,10.5535346267269,10.9282853726365,10.6853767888437,10.7943834076824,10.860564678342,10.7229645134681,10.7076575034307,10.6818018851538,10.7196958818202,11.3327375887115,11.0244033207474,10.8687301821026,10.8305660101904,10.4968229470629,10.7674382860345,10.8517073915887,11.0650710708599,10.9313014236175,10.6859165659528
"PPT1 - mRNA",10.0896841122872,10.8890210347908,10.7388463402608,10.8618141818404,10.917704064472,10.840304435203,10.8300412793338,10.9512808868066,10.5918704797398,10.7322069795255,10.6295431412863,10.5868879954406,10.7059479724855,10.8234189602365,10.8384440620347,10.8222620096549,10.9150078655567,11.0645675983756,10.7791808417202,10.8996902107458,10.7828432344181,11.0496341509613,11.0423116826022,10.7915404693091
"RAD23B - mRNA",10.0206424678576,10.7418496235753,10.728235239791,10.9519733701258,10.8505898686135,10.6152585368616,10.463662330474,10.5791633038249,10.7980404312905,10.8489592257875,10.7862808802757,10.7174606784611,10.4512701190074,10.6951387775762,10.7812147504592,10.8984925464242,11.1382395510476,11.0781681599645,11.1280989167078,10.9828685832309,11.2536240765428,11.0860306894955,11.0211029942854,11.1243707296628
"ATF2 - mRNA",10.3197606798368,10.4919108753532,10.585396754612,10.9162147626615,10.8261013913307,10.4076631174532,10.6071108400754,10.5954405924106,10.628480622874,10.9897032018179,11.0532903395377,10.9734217020201,10.7316580915914,10.9289847158824,10.944370704843,11.1418535332036,10.9749589474967,10.9423297248113,10.8846210480224,10.809775232592,11.0957364268459,11.0235331217074,11.0709737151519,11.0877786764839
"GRB2 - mRNA",10.116401450663,10.1979553726939,10.4881205882432,10.9119127934307,10.8641474703032,10.2162442997129,10.7001025262961,10.4550206774377,10.3342192706029,10.7619059760406,10.9085739473568,10.6116306156569,10.5634472319592,10.6340074175459,10.8942291898128,11.0551126841246,10.935913332199,10.8569033524255,11.0882554110715,11.0688699740363,11.1195616874974,11.1147481984245,11.0343949165816,10.8582359751268
"CAMK2G - mRNA",10.7145393401319,10.3185053051759,10.587204643371,11.2475622761075,11.0871264722702,11.3451420328951,11.7606198783763,11.4838696521715,11.5005577070137,11.2012973825613,11.5765825976819,11.0718054263691,11.5152969446752,10.8440426323623,11.1460045660126,11.3361483483651,11.0014909478282,10.9582586962293,10.6355239884554,11.070703714405,10.7941924579055,10.8179430559355,11.4910333203273,11.0037585301353
"HSD17B4 - mRNA",11.4409742668059,10.6973184636049,11.2134279772251,11.2155065469381,11.3028970528174,11.3024808807612,11.0510498204289,11.2847983050697,11.1869100531489,11.2137932445005,11.1955225386399,11.1259701347424,11.509592330517,11.4333422054012,11.3635090517128,11.1680255895567,10.766591539797,10.7301028566713,10.4476752977338,10.8556990045515,11.0790424489942,10.6768663389421,10.7613764221752,10.7425000943192
"CTSB - mRNA",10.4089130575736,11.4761817608967,11.232036151888,11.0328715970307,11.4721966883663,11.0841239726599,10.9844629735814,10.7263566806012,10.4456609747877,10.6994624260193,10.9188228304366,11.0794275488054,10.5004177683365,10.9104374167487,10.184609454899,10.8467727556416,11.2347796117242,11.2826740020532,11.2740121106885,11.4521374487495,10.8686774451577,11.0740002463895,10.9605614523503,11.1338029448057
"PTPN11 - mRNA",11.116401450663,11.4602792663041,11.1621956023849,11.0725070354333,11.1871312386689,11.4316154391977,11.2261958633747,11.4376710359663,11.0864176852387,11.0119897110597,10.9491397418913,10.8853337393194,11.2010344717002,11.2607080620607,10.7406641596485,10.9770777093343,11.3018581383643,11.0661434533012,10.9944794808927,11.0217783157732,11.244985158269,11.1276706972173,10.9504999971044,11.0200340698481
"HACD3 - mRNA",10.5080884626644,11.6014929711049,11.3372996353872,11.0575624298618,11.2854782473025,11.3690439037225,10.9988900442167,11.5682088469353,11.2330275199136,11.0396913376496,11.1904555069461,11.1349385984643,10.930903666704,11.0922640435506,10.9407952506191,11.0160224961117,11.0904723014037,11.0055644110077,11.3846365143054,10.8239783276398,11.3991135087262,11.2356357065583,11.2030256517014,11.2042736682254
"CTSF - mRNA",10.5625362466868,10.8283663506564,10.7453376674817,10.7304786124339,10.7677095965389,11.0522061413475,11.0825479732636,10.83819072679,10.8298286886701,10.874941429511,10.791495895139,10.9253582294424,10.8734320527196,10.9941829817902,10.9698556763977,10.7633969315948,10.7297594507009,10.7006454148237,10.2103810045008,10.6143041105708,10.8271880283396,11.0122955777445,10.5451525551956,10.4176264346675
"EPB41L2 - mRNA",10.9369317614683,11.0791890989486,10.8202689807907,10.961519774129,11.1529605482214,11.0528926486366,10.7749416401906,10.8198355804592,10.7512703013194,10.8699258469643,10.8433523243698,11.0295855983181,10.9495631219356,11.246694401212,10.9969656557905,10.8372902188872,10.5312959212939,10.5932618794501,10.5018344850277,10.2509255721899,10.6313826095039,10.7439424744917,10.5883305216822,10.5303468574876
"ATP6V1G1 - mRNA",10.4196794884427,11.3447280170668,11.045403856363,10.9369294899014,10.880482242924,10.7018462218577,10.7682196942344,10.9713767897828,10.872077536197,10.6946075867518,11.0181315402427,10.7717878408504,10.6322624243525,10.6188551923133,11.3925912999081,11.1324692201477,11.056690153324,11.0299944498282,12.0573145255569,10.8141603272777,10.7598733816084,10.9595823542546,10.8257847730159,10.7603251246666
"ATP9A - mRNA",10.4356799671364,10.9661201467707,10.8506906676279,10.8419234748309,10.7557421820193,10.8561236182695,11.0089038328447,10.8235253396082,10.9056859288398,11.154923119462,11.1092534873136,11.3056761569773,10.9828831951356,11.0232454473927,11.0694849069047,11.3172703381594,11.1183866050841,11.1903174521592,11.1860685961639,10.9959554413551,11.2074793586094,11.4845800659858,11.2081957648904,11.0565599458732
"CRKL - mRNA",11.1811071400508,11.3957854635062,10.7026123684839,10.7526423903006,10.9126071973972,10.7727357040411,10.8356783868608,10.7805124506482,10.7737309787578,10.9144504620075,11.0238401673298,11.1494950620533,11.0250797587898,10.9602356498669,11.4595865194398,11.1478933690279,10.7191410778488,10.5844916698223,11.2183949375154,10.6949840654208,11.3228010947716,11.292481566963,10.8979494750507,10.8705975934132
"CACNA2D1 - mRNA",9.56738564634822,10.3047183534458,10.1892300294327,10.595206851737,10.4387075265045,10.161277840495,10.552409497287,10.381833639969,10.6561473654903,10.9296805894848,11.2710678367786,11.1773856442429,10.8519523253091,11.0257094873441,10.6963985528672,11.1413032013102,11.1272908496197,11.1767663759633,10.6815236056648,10.8103240988877,11.1005330597819,11.5722679942233,11.1488132752084,11.0583621885072
"BASP1 - mRNA",10.0064286086379,11.1579829793754,9.68245797727807,10.7622329909434,10.6771070477579,10.1915188437819,11.0081908627087,10.5493932248911,10.9398539744546,11.482378112491,11.5447298784499,11.4148074431613,11.4500792852287,11.0953952331485,11.530760909828,11.5047903839239,11.1553377412569,11.0492449287278,11.0895043175476,11.1599710525021,11.4813200166267,11.660868972943,11.2773557929321,11.055206784879
"ATP6V1G2 - mRNA",9.88737593699409,10.9255139119243,9.90460876139079,10.8032921640358,10.4347625006913,9.84506842976051,10.8729676042418,10.3347781541464,10.8858899446308,11.0035090013429,11.3917460269515,11.3795684239167,11.4053128286445,10.9806997524266,12.1663549510343,11.6210572538216,10.8667060568447,11.0364398590934,11.114258056771,10.7383150144506,11.1225659620581,11.6152837576304,11.205848010034,10.7931648211875
"PFKP - mRNA",11.5961446393296,11.027364276295,10.3372996353872,11.5532062940665,11.1932156063348,11.5506210712953,10.3944167196581,10.6051195369275,11.2432575332115,11.4307624503314,10.9643924631126,10.9788658407102,10.6777379527739,11.2971990731155,11.338183782574,10.662685696505,11.3189845257787,11.0278395651245,10.8022153125343,11.1448188272696,11.4433789137124,11.1870788863801,11.018964876012,11.5051305718787
"ANK2 - mRNA",10.6196801537904,10.3514494037908,10.8171912302028,11.2635681341278,11.1871312386689,11.063151248682,10.9551686667874,11.2611857478478,11.1717679253781,11.315325780263,11.2630454155084,11.2609435277881,11.0520171868234,11.1670872203075,11.3316458784506,11.3834540631434,11.7403002419781,11.7469034682909,11.3215540424204,11.7705441969023,11.9082610765463,11.5031160174232,11.4696654254071,11.8672601000604
"SERINC3 - mRNA",10.3369018126582,11.0535093830088,10.7781548919989,11.1760751459761,11.1036203073338,10.9731732555082,11.0960312026273,11.1604835530763,11.0383740853228,11.1602152612707,11.0984736485603,10.881463327767,10.8005531728025,10.9576571057651,11.2174877069849,11.2443207699494,11.5242505597008,11.6253270921595,11.3795404473998,11.4255154292154,11.5277086899004,11.5223491088616,11.3846223322747,11.4102361036248
"MAPK1 - mRNA",10.3980656753366,10.9099869992806,10.8649192832344,11.3655135210181,11.1120441044745,10.8910950460945,10.9757369689095,11.0748429869715,10.8975274054527,11.0712476053657,11.172293881852,11.0199354282843,10.8319776255479,11.0108617229368,10.8718729308693,11.0748441386702,11.6267793775637,11.5173425651249,11.5770696151333,11.5825254018981,11.8347970586515,11.9502601329701,11.4299848426448,11.6276299440409
"NDUFA10 - mRNA",10.8158226759691,10.6867270523372,10.390035588561,11.1434206937106,11.1932156063348,10.9804084514191,11.325690661009,10.9546497033774,10.9318869314323,11.0326553470024,11.2122852567429,11.1398070902865,11.2982085551987,11.3610337823624,11.6467868682841,11.5361085492068,11.6327471008233,11.4617570963216,11.3600095429343,11.597866565942,11.4420052453954,11.5176816992879,11.4677071041605,11.2075257294297
"CDC42 - mRNA",10.8279973899152,10.7418496235753,11.2992028714579,11.4732952373814,11.3783685802425,11.1179775835294,11.5371687536527,11.4388742846106,10.9899548457374,11.0281599659843,11.0476972869293,10.7507262253226,11.0488740591295,11.0216004129603,11.3988593548405,11.2021990905879,11.5226445314364,11.5627021842343,11.4756459718581,11.5959578180902,11.3805897623659,11.7128373866078,11.266132031322,10.9615256645572
"SPP1 - mRNA",11.9406741631541,11.3135965047923,11.9024322032094,11.9378365600607,12.3428114223684,11.6811257230039,10.0784783089546,10.68334768156,10.0290683443451,11.5812563720224,10.9742537116288,10.6778418489951,11.7267492912078,12.7552703002886,11.4262220777894,10.1363407445283,9.37915083729302,10.1869415972723,11.9550560532252,12.4664857772488,11.5644692761644,8.64725854142434,9.69864066682726,10.4063498161151
"CTSD - mRNA",11.6008825583363,11.635721272714,11.5319574956505,11.6157573264124,11.5079332543726,11.6569459105088,11.8564254651273,11.6741812155884,11.2491471852768,11.2456742151291,11.05080721493,11.2155482240158,11.257944684985,11.4909485253519,11.1253630101881,11.1045091388068,10.886321177408,11.116190101677,11.0936595480724,11.1046617007976,11.2066706730272,11.0169334073579,11.0995833362203,10.7284194141207
"SQSTM1 - mRNA",11.6813724761967,11.6420006952102,11.7245439071821,11.1693971794393,11.4184741556558,11.0542646839667,11.0750781305226,11.320487496596,11.0315557502042,10.9474749664286,10.9657111972454,11.1789632223563,11.0567190759638,11.3294694595326,10.8986591678306,11.0136190052753,10.5821422968733,10.6712643914513,11.6335275731351,10.554624425834,10.7281032674478,10.8224917566271,10.7798035197219,10.7475356842165
"SCD5 - mRNA",11.3425705627449,11.9847679079989,11.612280048763,10.7290820053153,10.6350904132844,11.325390374322,11.4106940082438,11.6995011887745,11.2189099548463,10.9331196734515,11.0098456612563,11.2534761454806,11.3966849812418,11.100858515461,11.6437112267092,10.9972898575278,10.2058494463344,10.2566870085983,10.1187505290352,10.0884615862601,10.7309182830548,11.253150527618,10.4805831697119,10.3255930923284
"PTPRZ1 - mRNA",10.7870089784643,12.8946199039786,11.7626397537473,11.1094733617872,11.2793316371002,11.6092036335327,11.6094631886169,11.8239858966883,11.6011104795636,11.1275669940279,11.3125984539132,11.4047303704734,11.6623954291543,11.3093852134893,11.4092459730722,11.4710264027082,10.6210870836507,10.5623300198982,10.4326640851997,10.8588861082944,10.5399595817403,11.2247947594514,10.6267477483455,10.6025283149785
"LAMP2 - mRNA",11.4954220508283,10.8890210347908,11.5671921592344,11.7852624148672,11.8591518821169,12.2378387469209,11.613218986484,12.1054746056251,11.3427574384985,11.8376267093221,10.912682241659,11.0819593336743,11.5874745026057,12.4305555846469,10.6313426692788,10.9043426357053,10.778483435866,10.8150296222572,10.249640434948,11.2509255721899,11.8862079871444,10.4448125083905,10.8110319043735,10.8077022706002
"TIMP2 - mRNA",11.9920733156608,10.7892967859778,11.8555741602564,11.5909845138955,11.4559386167344,12.0104061617072,11.7431582639781,12.1476627688338,11.4011502787219,11.2149238833052,11.2790458942022,11.6081218298798,11.5634472319592,11.4159151336431,11.0106730752111,11.1269203862271,10.5351243933527,10.9296895440325,10.4515657136848,10.4165311241754,10.786094990207,11.6914454514408,10.8542459969525,10.2830684756819
"ADCYAP1R1 - mRNA",12.1295768394107,10.5844769940893,11.8749444853574,11.4611488000687,11.2223432701635,12.1593665639413,11.9047275427647,12.1194247251664,11.6681866151132,11.1021283871267,11.0809349055465,11.7842787850336,11.205275616472,11.2855946501545,10.9082110415475,10.7868097573746,10.3526391816306,10.3656381088931,10.3356567455386,10.0812027279736,10.5748472906926,11.2441371751243,10.902595839907,10.554810813401
"SLC38A2 - mRNA",11.2759950879684,10.589359215469,11.7125849545586,11.7956403564199,11.7598474787659,11.7517476259927,10.1845199463649,10.9977431668688,10.9517226477619,11.4273523979971,11.0098456612563,11.4013556436927,10.806148635696,11.6112189814523,9.41544223903612,10.3264981783314,10.7168956376432,10.6774636157752,10.3893766571692,10.6361399118113,11.6614988625685,10.018916493637,10.9072272886387,11.6870819093448
"IGFBP5 - mRNA",11.8178589431256,9.75783935445617,12.0003211855855,11.616135143631,11.5700377015216,11.840304435203,10.4511261614498,11.3692665305317,10.8886366280704,10.911663990758,10.5726933470509,10.9064373675452,10.7817433230277,11.1722861269819,9.63311611147004,10.1958529144858,10.4558822851974,10.1557047604355,8.74366012536892,8.4387103590418,10.3077963309065,10.19411643712,9.89794947505067,9.31658560183466
"GSN - mRNA",12.0896841122872,11.0056146929045,12.8699405923451,11.5317384049148,12.1140190466596,12.2862249900032,11.918832481781,12.1050956968795,11.2183642029802,11.1596282032602,10.7415601957236,11.1647025292311,11.1782020261466,11.5411850880814,10.0948016900092,10.222113105119,10.4672817475717,10.8502115228229,9.58506076616348,9.97847978303443,10.6259487234533,9.86720695905773,9.96056145235035,9.78665641146867
"TJP1 - mRNA",10.8480630129693,10.7722232726188,11.5772331016638,11.1040961843328,11.4629288082659,11.2862249900032,11.2523224509392,11.5359622974069,11.1824400417003,10.8898843970639,10.8640083949233,10.7707420306989,11.0457240687058,10.9472965941594,9.79077961449471,10.4841062297522,10.3876456314585,10.854473549677,10.0890881355049,10.1634121872067,10.5773519702122,10.3988501919599,10.4219160574014,10.0921838556039
"SOX2 - mRNA",11.1230041854872,11.4726629907599,11.3227241078174,10.6965811343399,11.0033034742821,11.4665568065068,11.2631202189055,11.3849583867848,10.9988800755169,10.4351349929505,10.4962766104228,11.0667015470805,10.9729677262705,10.9941829817902,10.3018530291963,10.1484411932383,10.0116022637955,10.0428566007653,9.70941056341601,10.0802927972964,10.2540155281911,9.98008523424826,10.3463389228964,10.2597611021898
"HACD2 - mRNA",9.37058493891451,8.95985027579459,9.25893900124413,9.52451086106608,9.628197447277,10.461395101391,9.24265611634574,9.51899587245661,9.37592430243371,9.52994125804099,9.24034236487168,9.35256254460813,8.96964736797889,9.59028604011656,9.50532774255332,9.55027315371792,9.76441880589105,9.4764482144673,9.59564724282921,9.46125292769289,9.63379111597464,9.4418591910012,9.4080946974249,9.67244701978926
"RNF10 - mRNA",9.37058493891451,9.68976111242685,9.60961415017705,9.40015052269016,9.29899611747746,9.40980838928476,9.28565352184121,9.40048140119722,9.40499234501628,9.43416446143663,9.28961513591235,9.64967431932429,9.31138394394643,9.60573969252307,8.96985567639767,9.48410622975217,9.54528425957296,9.68089615377538,9.94290069363579,9.29237601568344,9.56352210792326,9.69268826131602,9.33607058744256,9.58887690520597
"SGCE - mRNA",8.87177908194307,8.90346780589708,9.47353305202017,9.58443467871814,9.67443291345962,9.46861632868507,9.16033657837136,9.58352190242979,9.46327199062969,9.33781522850891,9.50083201376844,9.54100763402124,9.2633785710356,9.62753308338532,8.50726294745903,9.24278244205436,9.64667483904824,9.43963869033684,9.66653875615501,9.45424613858783,9.49496341127732,9.48458006598582,9.47044801020577,9.50546089701833
"TSC1 - mRNA",9.03471765306927,8.70783268534887,8.87383400804212,9.33370478278747,9.17960738828713,9.27508895836523,9.08930533943894,8.94874910193769,9.15189968832119,9.3522732812026,9.37149214296676,9.30711957384696,9.34764748793321,9.208886137538,9.56971064526546,9.04749640835201,9.0611223996393,9.1398290014342,8.91874683192701,8.95583722618923,9.3295026579796,9.37737046454948,8.92788675920477,9.11660732954314
"PIAS1 - mRNA",9.11640145066298,8.59584324903921,9.17487473645566,9.258252554358,9.34848430029658,9.32368472481386,9.31131247701268,9.58786737270576,9.48158054904262,9.14961149334829,9.28116594607653,9.41815088623571,9.30612821849494,9.134733381099,9.2725701573432,9.26921734024608,9.15035433374269,9.1156829141025,8.99002808877473,9.09748409872456,9.07683142167885,9.03990151876634,9.06890829598609,8.85978698230813
"HEXB - mRNA",8.57703581638194,8.78362803589107,9.62905062964146,9.56107699029751,9.57757137420703,9.2101025490967,9.24265611634574,9.31656535088836,9.06229178788465,9.20982901618239,9.26197238084322,9.05214172288423,9.10291389884236,9.28764928383795,9.30408113008842,9.24072878328639,9.25310350807965,9.43476745878414,9.0714991827459,9.42300545833593,9.23906518672515,9.31417663806229,9.07509570378706,9.02372855340583
"UBE3C - mRNA",8.61500366658096,9.22957157675563,9.23376842550923,9.37000091201046,9.16253387492819,9.11074271746701,9.23536362377938,9.19934152908937,9.06229178788465,9.20528509103744,9.04208246670994,9.04869442126576,9.10291389884236,9.13777383541905,8.98103941489035,9.26113499394823,9.39749341741483,9.31793419742483,9.51490753925303,9.19989509966648,9.1710467632965,9.30119878406408,9.40154442491984,9.34639441105071
"UBE2G1 - mRNA",9.04865684402715,9.4673686910904,9.30580560628211,9.32263545707015,9.52954985934409,9.34402062200239,8.97135409452834,9.27943512030262,9.16781610710351,9.26981112101062,9.1757166474928,9.28677912556279,8.95628898512387,9.46999180639884,9.28615922209116,9.17126396362329,9.2852839138288,9.39017001407254,9.44637615758222,9.34787112827515,9.64338513331544,9.17645777062349,9.20866485773826,9.52383942633319
"EIF2AK1 - mRNA",8.79116062173478,8.87709239047278,9.37022233477788,9.44677668256151,9.05972306934441,9.2585196781474,9.51776335448011,9.36547495136931,9.22109090014586,9.6451389104875,9.31259845391319,9.34695983837876,9.68382956650081,9.1132688719104,9.1761194217498,9.55854076970152,9.59503729477006,9.4266120100406,9.43986285062354,9.53350499960148,9.36472788799142,9.54270819649614,9.6730340106912,9.14910568741677
"PRKCI - mRNA",8.74053454866482,9.46382833338516,9.27697292407439,9.58288920986024,9.23691607125077,9.0377135077029,9.36130061284436,9.29811968356754,9.28085604500418,9.19156680978966,9.43951056639541,9.46027636190838,9.47488267622931,9.26001060251567,9.73737033392349,9.65113483383359,9.72026248874156,9.74000924744361,9.76674373848197,9.63613991181128,9.48565995638723,9.71406191210859,9.57310978474341,9.41411195049129
"SIRT5 - mRNA",9.56738564634822,9.23788684496764,8.84692285394052,9.28320997717957,9.12972200485327,8.89186264123945,9.35009080476917,9.17355284765446,8.9563120019098,9.02365053374123,9.37348069606021,9.51126029062719,9.61748707167211,9.33345297345108,9.17855024800456,9.29912915893426,9.46326868506506,9.48118095258002,9.37169134798197,9.33724628773802,9.57233825520653,9.32062204732747,9.65249220602337,9.25033168926988
"ATG2B - mRNA",9.62434153116029,8.76648690306968,9.00133848146097,9.49523306854383,9.53102878827,9.45828919052318,9.48943463142161,9.34764795439743,9.37788049939904,9.47248530773257,9.58904377900654,9.46803976202807,9.64272436317114,9.87169897526521,9.58445095271128,9.47190209016505,9.65608119700531,9.68773682586576,9.50370933264817,9.61618875491575,9.81768616057249,9.48840177693823,9.50446811913827,9.6475211872158
"EIF2B5 - mRNA",9.38164012742351,9.18296063446404,9.20815089132996,9.42623975155882,9.46757019041678,9.36628487622088,9.21326233135093,9.13546934592298,9.31392786660983,9.53357068144169,9.61112194446561,9.73150424538506,9.35275437836629,9.65113159533708,9.36083590838565,9.52518217275509,9.39046615052086,9.14778871840267,8.84375979229719,9.48619928482312,9.47897770710462,9.1835471954098,9.44040724725729,9.66891244462587
"HDAC2 - mRNA",8.72325655723298,8.71975585272469,9.16522456642194,9.74367938152824,9.49813690671263,9.24416438517033,8.93280085375895,9.21628139151108,9.09595619959433,9.18234827976029,9.20727686005697,9.09287934827398,8.9291953242416,9.24316961313836,8.2906606143261,9.20325407786772,9.86315698976364,9.92042662270356,9.75943893785873,9.61115755525394,9.95306963244805,9.34401186760305,9.49218978935984,10.0116867271346
"MBTPS1 - mRNA",8.93317962660721,8.58935921546901,9.12596513597471,9.26212037179771,9.39308174500818,9.07874077596296,9.02872527375749,9.05300718573101,8.99251055064119,9.3294879612863,9.23816141957215,9.15190692392602,8.91545526761529,9.14685694018149,8.16390347204016,9.14515112330416,9.41144608942507,9.43801677331285,9.48231703865133,9.30021250991541,9.27499772733541,9.3313008158535,9.4146153640775,9.50810077889104
"SUGT1 - mRNA",9.39261124524451,9.09872409729601,9.18446078528486,9.17658755764577,9.38165116423178,9.00686754075014,8.89935437066581,9.16775888387949,8.91649268379642,9.01847957823807,9.20281030837508,9.23918074519039,9.19108971022872,9.37011144402993,8.75213368659523,9.06848991600583,9.36631411852764,9.48589821577212,9.64291515162911,9.39839290385432,9.5508334153923,9.43197090663675,9.34633892289638,9.62580797574038
